	filename	date	authors	genres	names	topics	multiple_authors	leader_in_authors	is_written_text	addressed_to_people	regular_occasion	has_major_topic	pattern	year	is_fragment	distorted	full_pattern	token_count	filename_raw	period	period-denser
78	1918.04.22_вцик_декрет_об обязательном обучении военному искусству_срочная служба	1918.04.22	['вцик']	['декрет']	['об обязательном обучении военному искусству']	['срочная служба']	True	False	True	False	False	True	1010	1918	False	False	10100100	739	1918.04.22_вцик_декрет_об-обязательном-обучении-военному-искусству_срочная-служба.txt	ленин	ленин - революция
79	1918.04.22_вцик_формула обещания_формула обещания воинов красной армии_срочная служба	1918.04.22	['вцик']	['формула обещания']	['формула обещания воинов красной армии']	['срочная служба']	True	False	True	False	False	True	1010	1918	False	False	10100100	231	1918.04.22_вцик_формула-обещания_формула-обещания-воинов-красной-армии_срочная-служба.txt	ленин	ленин - революция
80	1918.04.22_ленин.сталин_телеграмма_телеграмма съезду советов туркестана о поддержке автономии туркестана на советских началах	1918.04.22	['ленин', 'сталин']	['телеграмма']	['телеграмма съезду советов туркестана о поддержке автономии туркестана на советских началах']	['телеграмма съезду советов туркестана о поддержке автономии туркестана на советских началах']	True	True	True	False	True	False	1110	1918	False	False	11101000	120	1918.04.22_ленин.сталин_телеграмма_телеграмма-съезду-советов-туркестана-о-поддержке-автономии-туркестана-на-советских-началах.txt	ленин	ленин - революция
81	1918.04.26_вцик_обращение_обращение ко всем советам о принятии мер к организации первомая_первомай	1918.04.26	['вцик']	['обращение']	['обращение ко всем советам о принятии мер к организации первомая']	['первомай']	True	False	True	True	False	True	1011	1918	False	False	10110100	218	1918.04.26_вцик_обращение_обращение-ко-всем-советам-о-принятии-мер-к-организации-первомая_первомай.txt	ленин	ленин - революция
82	1918.04.30_вцик_обращение_обращение к рабочим и крестьянам гражданам рсфср_первомай	1918.04.30	['вцик']	['обращение']	['обращение к рабочим и крестьянам гражданам рсфср']	['первомай']	True	False	True	True	False	True	1011	1918	False	False	10110100	770	1918.04.30_вцик_обращение_обращение-к-рабочим-и-крестьянам-гражданам-рсфср_первомай.txt	ленин	ленин - революция
83	1918.05.06_вцик_предписание.положение_предписание советам руководствоваться положениями ленина	1918.05.06	['вцик']	['предписание', 'положение']	['предписание советам руководствоваться положениями ленина']	['предписание советам руководствоваться положениями ленина']	True	False	True	False	True	False	1010	1918	False	False	10101000	1081	1918.05.06_вцик_предписание.положение_предписание-советам-руководствоваться-положениями-ленина.txt	ленин	ленин - революция
84	1918.05.13_вцик.моссовет_резолюция_о докладе лениа_внешняя политика	1918.05.13	['вцик', 'моссовет']	['резолюция']	['о докладе лениа']	['внешняя политика']	True	False	True	False	False	True	1010	1918	False	False	10100100	154	1918.05.13_вцик.моссовет_резолюция_о-докладе-лениа_внешняя-политика.txt	ленин	ленин - революция
85	1918.05.13_ленин.снк.вцик_декрет_о чрезвычайных полномочиях наркома по продовольствию	1918.05.13	['ленин', 'снк', 'вцик']	['декрет']	['о чрезвычайных полномочиях наркома по продовольствию']	['о чрезвычайных полномочиях наркома по продовольствию']	True	True	True	False	False	False	1110	1918	False	False	11100000	883	1918.05.13_ленин.снк.вцик_декрет_о-чрезвычайных-полномочиях-наркома-по-продовольствию.txt	ленин	ленин - революция
86	1918.05.20_вцик_резолюция_резолюция по докладу свердлова_задачи советов в деревне	1918.05.20	['вцик']	['резолюция']	['резолюция по докладу свердлова']	['задачи советов в деревне']	True	False	True	False	True	True	1010	1918	False	False	10101100	103	1918.05.20_вцик_резолюция_резолюция-по-докладу-свердлова_задачи-советов-в-деревне.txt	ленин	ленин - революция
87	1918.05.21_ленин_обращение_к питерским рабочим_организация продотрядов	1918.05.21	['ленин']	['обращение']	['к питерским рабочим']	['организация продотрядов']	False	True	True	True	False	True	0111	1918	False	False	01110100	597	1918.05.21_ленин_обращение_к-питерским-рабочим_организация-продотрядов.txt	ленин	ленин - революция
88	1918.05.22_цк ркпб.ркпб 7_письмо.циркулярное письмо_об укреплении рядов ркпб	1918.05.22	['цк ркпб', 'ркпб 7']	['письмо', 'циркулярное письмо']	['об укреплении рядов ркпб']	['об укреплении рядов ркпб']	True	False	True	False	False	False	1010	1918	False	False	10100000	267	1918.05.22_цк-ркпб.ркпб-7_письмо.циркулярное-письмо_об-укреплении-рядов-ркпб.txt	ленин	ленин - революция
89	1918.05.29_вцик_постановление_о переходе к всеобщей мобилизации_мобилизация	1918.05.29	['вцик']	['постановление']	['о переходе к всеобщей мобилизации']	['мобилизация']	True	False	True	False	False	True	1010	1918	False	False	10100100	215	1918.05.29_вцик_постановление_о-переходе-к-всеобщей-мобилизации_мобилизация.txt	ленин	ленин - революция
90	1918.05.29_ленин.снк_обращение.обращение к населению_о борьбе с голодом_голод	1918.05.29	['ленин', 'снк']	['обращение', 'обращение к населению']	['о борьбе с голодом']	['голод']	True	True	True	True	False	True	1111	1918	False	False	11110100	2266	1918.05.29_ленин.снк_обращение.обращение-к-населению_о-борьбе-с-голодом_голод.txt	ленин	ленин - революция
91	1918.05.30_ленин.снк_обращение.обращение к населению_о положении на продовольственном фронте и о борьбе с контрреволюцией	1918.05.30	['ленин', 'снк']	['обращение', 'обращение к населению']	['о положении на продовольственном фронте и о борьбе с контрреволюцией']	['о положении на продовольственном фронте и о борьбе с контрреволюцией']	True	True	True	True	False	False	1111	1918	False	False	11110000	727	1918.05.30_ленин.снк_обращение.обращение-к-населению_о-положении-на-продовольственном-фронте-и-о-борьбе-с-контрреволюцией.txt	ленин	ленин - революция
92	1918.05.30_ленин.снк_обращение_обращение к трудовым казакам дона и кубани о борьбе с контрреволюцией_борьба с контрреволюцией	1918.05.30	['ленин', 'снк']	['обращение']	['обращение к трудовым казакам дона и кубани о борьбе с контрреволюцией']	['борьба с контрреволюцией']	True	True	True	True	False	True	1111	1918	False	False	11110100	488	1918.05.30_ленин.снк_обращение_обращение-к-трудовым-казакам-дона-и-кубани-о-борьбе-с-контрреволюцией_борьба-с-контрреволюцией.txt	ленин	ленин - революция
93	1918.06.03_ленин_декрет_о национализации третьяковки национализация	1918.06.03	['ленин']	['декрет']	['о национализации третьяковки национализация']	['о национализации третьяковки национализация']	False	True	True	False	False	False	0110	1918	False	False	01100000	158	1918.06.03_ленин_декрет_о-национализации-третьяковки-национализация.txt	ленин	ленин - революция
94	1918.06.04_вцик.моссовет.профсоюзы_резолюция_резолюция по докладу ленина_голод	1918.06.04	['вцик', 'моссовет', 'профсоюзы']	['резолюция']	['резолюция по докладу ленина']	['голод']	True	False	True	False	False	True	1010	1918	False	False	10100100	448	1918.06.04_вцик.моссовет.профсоюзы_резолюция_резолюция-по-докладу-ленина_голод.txt	ленин	ленин - революция
95	1918.06.13_ленин.снк_декрет_о национализации имущества императорского дома_николай ii.национализация	1918.06.13	['ленин', 'снк']	['декрет']	['о национализации имущества императорского дома']	['николай ii', 'национализация']	True	True	True	False	False	True	1110	1918	False	False	11100100	391	1918.06.13_ленин.снк_декрет_о-национализации-имущества-императорского-дома_николай-ii.национализация.txt	ленин	ленин - революция
96	1918.06.14_вцик_постановление_исключение из вцик и советов сров и меньшевиков	1918.06.14	['вцик']	['постановление']	['исключение из вцик и советов сров и меньшевиков']	['исключение из вцик и советов сров и меньшевиков']	True	False	True	False	True	False	1010	1918	False	False	10101000	264	1918.06.14_вцик_постановление_исключение-из-вцик-и-советов-сров-и-меньшевиков.txt	ленин	ленин - революция
97	1918.06.22_ленин.снк_воззвание_воззвание к железнодорожникам_забастовки	1918.06.22	['ленин', 'снк']	['воззвание']	['воззвание к железнодорожникам']	['забастовки']	True	True	True	True	False	True	1111	1918	False	False	11110100	480	1918.06.22_ленин.снк_воззвание_воззвание-к-железнодорожникам_забастовки.txt	ленин	ленин - революция
98	1918.07.01_ленин.снк_положение_об объявлении врагом народа председателя мурманского совета	1918.07.01	['ленин', 'снк']	['положение']	['об объявлении врагом народа председателя мурманского совета']	['об объявлении врагом народа председателя мурманского совета']	True	True	True	False	True	False	1110	1918	False	False	11101000	64	1918.07.01_ленин.снк_положение_об-объявлении-врагом-народа-председателя-мурманского-совета.txt	ленин	ленин - революция
99	1918.07.06_снк_сообщение.правительственное сообщение_убийство германского посла	1918.07.06	['снк']	['сообщение', 'правительственное сообщение']	['убийство германского посла']	['убийство германского посла']	True	False	True	False	False	False	1010	1918	False	False	10100000	351	1918.07.06_снк_сообщение.правительственное-сообщение_убийство-германского-посла.txt	ленин	ленин - революция
100	1918.07.07_снк_сообщение.правительственное сообщение_о принятии мер для подавления мятежа сров_мятеж сров	1918.07.07	['снк']	['сообщение', 'правительственное сообщение']	['о принятии мер для подавления мятежа сров']	['мятеж сров']	True	False	True	False	False	True	1010	1918	False	False	10100100	403	1918.07.07_снк_сообщение.правительственное-сообщение_о-принятии-мер-для-подавления-мятежа-сров_мятеж-сров.txt	ленин	ленин - революция
101	1918.07.08_снк_сообщение.правительственное сообщение_о ликвидации контрреволюционного восстания_мятеж сров	1918.07.08	['снк']	['сообщение', 'правительственное сообщение']	['о ликвидации контрреволюционного восстания']	['мятеж сров']	True	False	True	False	False	True	1010	1918	False	False	10100100	807	1918.07.08_снк_сообщение.правительственное-сообщение_о-ликвидации-контрреволюционного-восстания_мятеж-сров.txt	ленин	ленин - революция
102	1918.07.10_съезд советов.съезд советов 5_постановление_организация красной армии	1918.07.10	['съезд советов', 'съезд советов 5']	['постановление']	['организация красной армии']	['организация красной армии']	True	False	True	False	False	False	1010	1918	False	False	10100000	1104	1918.07.10_съезд-советов.съезд-советов-5_постановление_организация-красной-армии.txt	ленин	ленин - революция
103	1918.07.25_ленин.снк_постановление_о борьбе с антисемитизмом и еврейскими погромами_борьба с антисемитизмом	1918.07.25	['ленин', 'снк']	['постановление']	['о борьбе с антисемитизмом и еврейскими погромами']	['борьба с антисемитизмом']	True	True	True	False	False	True	1110	1918	False	False	11100100	306	1918.07.25_ленин.снк_постановление_о-борьбе-с-антисемитизмом-и-еврейскими-погромами_борьба-с-антисемитизмом.txt	ленин	ленин - революция
104	1918.09.05_снк_постановление_о красном терроре	1918.09.05	['снк']	['постановление']	['о красном терроре']	['о красном терроре']	True	False	True	False	False	False	1010	1918	False	False	10100000	133	1918.09.05_снк_постановление_о-красном-терроре.txt	ленин	ленин - революция
105	1918.10.10_ленин.снк_декрет_о новой орфографии	1918.10.10	['ленин', 'снк']	['декрет']	['о новой орфографии']	['о новой орфографии']	True	True	True	False	False	False	1110	1918	False	False	11100000	511	1918.10.10_ленин.снк_декрет_о-новой-орфографии.txt	ленин	ленин - революция
106	1918.11.08_съезд советов.съезд советов 6_постановление_о революционной законности	1918.11.08	['съезд советов', 'съезд советов 6']	['постановление']	['о революционной законности']	['о революционной законности']	True	False	True	False	False	False	1010	1918	False	False	10100000	397	1918.11.08_съезд-советов.съезд-советов-6_постановление_о-революционной-законности.txt	ленин	ленин - революция
107	1918.11.09_съезд советов.съезд советов 6_постановление_о строительстве советской власти в центре комитетах бедноты и советах на местах	1918.11.09	['съезд советов', 'съезд советов 6']	['постановление']	['о строительстве советской власти в центре комитетах бедноты и советах на местах']	['о строительстве советской власти в центре комитетах бедноты и советах на местах']	True	False	True	False	True	False	1010	1918	False	False	10101000	489	1918.11.09_съезд-советов.съезд-советов-6_постановление_о-строительстве-советской-власти-в-центре-комитетах-бедноты-и-советах-на-местах.txt	ленин	ленин - революция
108	1918.12.10_ленин.снк_декрет_о мобилизации грамотных и организации пропаганды советского строя_пропаганда	1918.12.10	['ленин', 'снк']	['декрет']	['о мобилизации грамотных и организации пропаганды советского строя']	['пропаганда']	True	True	True	False	False	True	1110	1918	False	False	11100100	549	1918.12.10_ленин.снк_декрет_о-мобилизации-грамотных-и-организации-пропаганды-советского-строя_пропаганда.txt	ленин	ленин - революция
109	1918.12.19_ленин.снк_декрет_о запрещении устройства лотерей	1918.12.19	['ленин', 'снк']	['декрет']	['о запрещении устройства лотерей']	['о запрещении устройства лотерей']	True	True	True	False	False	False	1110	1918	False	False	11100000	182	1918.12.19_ленин.снк_декрет_о-запрещении-устройства-лотерей.txt	ленин	ленин - революция
110	1919.01.04_ленин.снк_постановление_об учреждении совета защиты детей	1919.01.04	['ленин', 'снк']	['постановление']	['об учреждении совета защиты детей']	['об учреждении совета защиты детей']	True	True	True	False	True	False	1110	1919	False	False	11101000	313	1919.01.04_ленин.снк_постановление_об-учреждении-совета-защиты-детей.txt	ленин	ленин - поздние годы
111	1919.03.18_ленин_выступление.отчет.фрагмент_отчет цк_съезд ркпб 8	1919.03.18	['ленин']	['выступление', 'отчет', 'фрагмент']	['отчет цк']	['съезд ркпб 8']	False	True	False	False	True	True	0100	1919	True	False	01001110	2025	1919.03.18_ленин_выступление.отчет.фрагмент_отчет-цк_съезд-ркпб-8.txt	ленин	ленин - поздние годы
112	1919.03.18_ленин_выступление.фрагмент_о деятельности федерации иностранных групп_съезд ркпб 8	1919.03.18	['ленин']	['выступление', 'фрагмент']	['о деятельности федерации иностранных групп']	['съезд ркпб 8']	False	True	False	False	True	True	0100	1919	True	False	01001110	350	1919.03.18_ленин_выступление.фрагмент_о-деятельности-федерации-иностранных-групп_съезд-ркпб-8.txt	ленин	ленин - поздние годы
113	1919.03.18_цк ркпб.съезд ркпб 8.бюро мусульманских организаций_отчет_отчет бюро мусульманских организаций	1919.03.18	['цк ркпб', 'съезд ркпб 8', 'бюро мусульманских организаций']	['отчет']	['отчет бюро мусульманских организаций']	['отчет бюро мусульманских организаций']	True	False	False	False	False	False	1000	1919	False	False	10000000	1070	1919.03.18_цк-ркпб.съезд-ркпб-8.бюро-мусульманских-организаций_отчет_отчет-бюро-мусульманских-организаций.txt	ленин	ленин - поздние годы
114	1919.03.20_съезд ркпб 8_приветствие_приветствие красной армии	1919.03.20	['съезд ркпб 8']	['приветствие']	['приветствие красной армии']	['приветствие красной армии']	True	False	False	False	False	False	1000	1919	False	False	10000000	104	1919.03.20_съезд-ркпб-8_приветствие_приветствие-красной-армии.txt	ленин	ленин - поздние годы
115	1919.06.01_вцик_постановление_постановление о военном союзе россии украины латвии литвы украины_образование ссср	1919.06.01	['вцик']	['постановление']	['постановление о военном союзе россии украины латвии литвы украины']	['образование ссср']	True	False	True	False	False	True	1010	1919	False	False	10100100	1139	1919.06.01_вцик_постановление_постановление-о-военном-союзе-россии-украины-латвии-литвы-украины_образование-ссср.txt	ленин	ленин - поздние годы
116	1920.09.22_ленин_выступление.отчет_политический отчет цк_съезд ркпб 9	1920.09.22	['ленин']	['выступление', 'отчет']	['политический отчет цк']	['съезд ркпб 9']	False	True	False	False	True	True	0100	1920	False	False	01001100	9220	1920.09.22_ленин_выступление.отчет_политический-отчет-цк_съезд-ркпб-9.txt	ленин	ленин - поздние годы
117	1920.12.21_ленин.снк_декрет_об использовании крыма для лечения трудящихся	1920.12.21	['ленин', 'снк']	['декрет']	['об использовании крыма для лечения трудящихся']	['об использовании крыма для лечения трудящихся']	True	True	True	False	False	False	1110	1920	False	False	11100000	471	1920.12.21_ленин.снк_декрет_об-использовании-крыма-для-лечения-трудящихся.txt	ленин	ленин - поздние годы
118	1921.03.05_ленин_выступление.отчет.фрагмент_политический отчет_съезд ркпб 10	1921.03.05	['ленин']	['выступление', 'отчет', 'фрагмент']	['политический отчет']	['съезд ркпб 10']	False	True	False	False	True	True	0100	1921	True	False	01001110	1945	1921.03.05_ленин_выступление.отчет.фрагмент_политический-отчет_съезд-ркпб-10.txt	ленин	ленин - поздние годы
119	1921.03.07_съезд ркпб 10_резолюция_о единстве партии	1921.03.07	['съезд ркпб 10']	['резолюция']	['о единстве партии']	['о единстве партии']	True	False	True	False	False	False	1010	1921	False	False	10100000	1003	1921.03.07_съезд-ркпб-10_резолюция_о-единстве-партии.txt	ленин	ленин - поздние годы
120	1921.03.07_цк ркпб.ркпб 10_отчет.фрагмент_о деятельности партии	1921.03.07	['цк ркпб', 'ркпб 10']	['отчет', 'фрагмент']	['о деятельности партии']	['о деятельности партии']	True	False	False	False	False	False	1000	1921	True	False	10000010	4287	1921.03.07_цк-ркпб.ркпб-10_отчет.фрагмент_о-деятельности-партии.txt	ленин	ленин - поздние годы
121	1921.05.13_ленин.снк_декрет_о домах отдыха	1921.05.13	['ленин', 'снк']	['декрет']	['о домах отдыха']	['о домах отдыха']	True	True	True	False	False	False	1110	1921	False	False	11100000	402	1921.05.13_ленин.снк_декрет_о-домах-отдыха.txt	ленин	ленин - поздние годы
122	1921.08.02_ленин_обращение_обращение к международному пролетариату_голод	1921.08.02	['ленин']	['обращение']	['обращение к международному пролетариату']	['голод']	False	True	True	True	False	True	0111	1921	False	False	01110100	226	1921.08.02_ленин_обращение_обращение-к-международному-пролетариату_голод.txt	ленин	ленин - поздние годы
123	1921.12.15_ленин.снк.вцик.калинин.енукидзе_декрет_о лишении гражданства	1921.12.15	['ленин', 'снк', 'вцик', 'калинин', 'енукидзе']	['декрет']	['о лишении гражданства']	['о лишении гражданства']	True	True	True	False	False	False	1110	1921	False	False	11100000	322	1921.12.15_ленин.снк.вцик.калинин.енукидзе_декрет_о-лишении-гражданства.txt	ленин	ленин - поздние годы
124	1922.03.27_ленин_выступление.фрагмент.отчет_политический отчет_съезд ркпб 11	1922.03.27	['ленин']	['выступление', 'фрагмент', 'отчет']	['политический отчет']	['съезд ркпб 11']	False	True	False	False	True	True	0100	1922	True	False	01001110	1347	1922.03.27_ленин_выступление.фрагмент.отчет_политический-отчет_съезд-ркпб-11.txt	ленин	ленин - поздние годы
125	1922.04.02_съезд ркпб 11_резолюция_о некоторых членах бывшей оппозиции	1922.04.02	['съезд ркпб 11']	['резолюция']	['о некоторых членах бывшей оппозиции']	['о некоторых членах бывшей оппозиции']	True	False	True	False	False	False	1010	1922	False	False	10100000	1600	1922.04.02_съезд-ркпб-11_резолюция_о-некоторых-членах-бывшей-оппозиции.txt	ленин	ленин - поздние годы
126	1922.12.23_ленин_статья.письмо_письмо к съезду_политическое завещание	1922.12.23	['ленин']	['статья', 'письмо']	['письмо к съезду']	['политическое завещание']	False	True	True	False	False	True	0110	1922	False	False	01100100	304	1922.12.23_ленин_статья.письмо_письмо-к-съезду_политическое-завещание.txt	ленин	ленин - поздние годы
127	1922.12.25_ленин_статья.письмо_письмо к съезду продолжение_политическое завещание	1922.12.25	['ленин']	['статья', 'письмо']	['письмо к съезду продолжение']	['политическое завещание']	False	True	True	False	False	True	0110	1922	False	False	01100100	614	1922.12.25_ленин_статья.письмо_письмо-к-съезду-продолжение_политическое-завещание.txt	ленин	ленин - поздние годы
128	1922.12.27_ленин_статья_о придании законодательных функций госплану	1922.12.27	['ленин']	['статья']	['о придании законодательных функций госплану']	['о придании законодательных функций госплану']	False	True	True	False	False	False	0110	1922	False	False	01100000	1168	1922.12.27_ленин_статья.письмо_о-придании-законодательных-функций-госплану.txt	ленин	ленин - поздние годы
129	1922.12.30_конференция съездов советов советских республик.всесоюзный съезд советов 1_декларация_об образовании ссср_образование ссср	1922.12.30	['конференция съездов советов советских республик', 'всесоюзный съезд советов 1']	['декларация']	['об образовании ссср']	['образование ссср']	True	False	True	False	False	True	1010	1922	False	False	10100100	497	1922.12.30_конференция-съездов-советов-советских-республик.всесоюзный-съезд-советов-1_декларация_об-образовании-ссср_образование-ссср.txt	ленин	ленин - поздние годы
130	1922.12.30_конференция съездов советов советских республик.всесоюзный съезд советов 1_договор_об образовании ссср_образование ссср	1922.12.30	['конференция съездов советов советских республик', 'всесоюзный съезд советов 1']	['договор']	['об образовании ссср']	['образование ссср']	True	False	True	False	False	True	1010	1922	False	False	10100100	1585	1922.12.30_конференция-съездов-советов-советских-республик.всесоюзный-съезд-советов-1_договор_об-образовании-ссср_образование-ссср.txt	ленин	ленин - поздние годы
131	1922.12.30_ленин_статья_к вопросу о национальностях или об автономизации	1922.12.30	['ленин']	['статья']	['к вопросу о национальностях или об автономизации']	['к вопросу о национальностях или об автономизации']	False	True	True	False	False	False	0110	1922	False	False	01100000	777	1922.12.30_ленин_статья.записки_к-вопросу-о-национальностях-или-об-автономизации.txt	ленин	ленин - поздние годы
132	1922.12.31_ленин_статья_к вопросу о национальностях или об автономизации продолжение 2	1922.12.31	['ленин']	['статья']	['к вопросу о национальностях или об автономизации продолжение 2']	['к вопросу о национальностях или об автономизации продолжение 2']	False	True	True	False	False	False	0110	1922	False	False	01100000	626	1922.12.31_ленин_статья.записки_к-вопросу-о-национальностях-или-об-автономизации-продолжение-2.txt	ленин	ленин - поздние годы
133	1922.12.31_ленин_статья_к вопросу о национальностях или об автономизации продолжение	1922.12.31	['ленин']	['статья']	['к вопросу о национальностях или об автономизации продолжение']	['к вопросу о национальностях или об автономизации продолжение']	False	True	True	False	False	False	0110	1922	False	False	01100000	574	1922.12.31_ленин_статья.записки_к-вопросу-о-национальностях-или-об-автономизации-продолжение.txt	ленин	ленин - поздние годы
134	1923.01.02_ленин_статья.записки.дневник_странички из дневника о необходимости шефства рабочих над деревней	1923.01.02	['ленин']	['статья', 'записки', 'дневник']	['странички из дневника о необходимости шефства рабочих над деревней']	['странички из дневника о необходимости шефства рабочих над деревней']	False	True	True	False	False	False	0110	1923	False	False	01100000	526	1923.01.02_ленин_статья.записки.дневник_странички-из-дневника-о-необходимости-шефства-рабочих-над-деревней.txt	ленин	ленин - поздние годы
135	1923.01.06_ленин_статья_о кооперации	1923.01.06	['ленин']	['статья']	['о кооперации']	['о кооперации']	False	True	True	False	False	False	0110	1923	False	False	01100000	2529	1923.01.06_ленин_статья.записки_о-кооперации.txt	ленин	ленин - поздние годы
136	1923.01.17_ленин_статья_о нашей революции_ответ на записки суханова	1923.01.17	['ленин']	['статья']	['о нашей революции']	['ответ на записки суханова']	False	True	True	False	False	True	0110	1923	False	False	01100100	1271	1923.01.17_ленин_статья.записки_о-нашей-революции_ответ-на-записки-суханова.txt	ленин	ленин - поздние годы
137	1923.01.23_ленин_статья.предложение съезду партии_как нам реорганизовать рабкрин	1923.01.23	['ленин']	['статья', 'предложение съезду партии']	['как нам реорганизовать рабкрин']	['как нам реорганизовать рабкрин']	False	True	True	False	False	False	0110	1923	False	False	01100000	1617	1923.01.23_ленин_статья.предложение-съезду-партии.записки_как-нам-реорганизовать-рабкрин.txt	ленин	ленин - поздние годы
138	1923.03.02_ленин_статья_лучше меньше да лучше	1923.03.02	['ленин']	['статья']	['лучше меньше да лучше']	['лучше меньше да лучше']	False	True	True	False	False	False	0110	1923	False	False	01100000	5431	1923.03.02_ленин_статья.записки_лучше-меньше-да-лучше.txt	ленин	ленин - поздние годы
139	1923.04.17_сталин_выступление.отчет_организационный отчет_съезд ркпб 12	1923.04.17	['сталин']	['выступление', 'отчет']	['организационный отчет']	['съезд ркпб 12']	False	True	False	False	True	True	0100	1923	False	False	01001100	7068	1923.04.17_сталин_выступление.отчет_организационный-отчет_съезд-ркпб-12.txt	ленин	ленин - поздние годы
140	1923.04.19_зиновьев_выступление.отчет.доклад.фрагмент_политический отчет цк_съезд ркпб 12	1923.04.19	['зиновьев']	['выступление', 'отчет', 'доклад', 'фрагмент']	['политический отчет цк']	['съезд ркпб 12']	False	False	False	False	True	True	0000	1923	True	False	00001110	349	1923.04.19_зиновьев_выступление.отчет.доклад.фрагмент_политический-отчет-цк_съезд-ркпб-12.txt	ленин	ленин - поздние годы
141	1923.04.19_съезд ркпб 12_резолюция_по отчету цк	1923.04.19	['съезд ркпб 12']	['резолюция']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False	1010	1923	False	False	10100000	2042	1923.04.19_съезд-ркпб-12_резолюция_по-отчету-цк.txt	ленин	ленин - поздние годы
142	1923.04.25_съезд ркпб 12_резолюция_о постановке антирелигиозной агитации и пропаганды	1923.04.25	['съезд ркпб 12']	['резолюция']	['о постановке антирелигиозной агитации и пропаганды']	['о постановке антирелигиозной агитации и пропаганды']	True	False	True	False	False	False	1010	1923	False	False	10100000	1047	1923.04.25_съезд-ркпб-12_резолюция_о-постановке-антирелигиозной-агитации-и-пропаганды.txt	ленин	ленин - поздние годы
143	1924.01.31_всесоюзный съезд советов 2_конституция_конституция ссср	1924.01.31	['всесоюзный съезд советов 2']	['конституция']	['конституция ссср']	['конституция ссср']	True	False	True	False	False	False	1010	1924	False	False	10100000	3805	1924.01.31_всесоюзный-съезд-советов-2_конституция_конституция-ссср.txt	сталин	сталин - довоенные годы
144	1924.04.16_калинин_выступление.доклад.фрагмент_о работе в деревне_съезд ркпб 13	1924.04.16	['калинин']	['выступление', 'доклад', 'фрагмент']	['о работе в деревне']	['съезд ркпб 13']	False	False	False	False	True	True	0000	1924	True	False	00001110	244	1924.04.16_калинин_выступление.доклад.фрагмент_о-работе-в-деревне_съезд-ркпб-13.txt	сталин	сталин - довоенные годы
145	1924.05.27_съезд ркпб 13_резолюция фрагмент_по отчету цк	1924.05.27	['съезд ркпб 13']	['резолюция фрагмент']	['по отчету цк']	['по отчету цк']	True	False	True	False	False	False	1010	1924	True	False	10100010	197	1924.05.27_съезд-ркпб-13_резолюция-фрагмент_по-отчету-цк.txt	сталин	сталин - довоенные годы
146	1924.05.29_крупская_выступление.фрагмент.доклад_о работе в деревне_съезд ркпб 13	1924.05.29	['крупская']	['выступление', 'фрагмент', 'доклад']	['о работе в деревне']	['съезд ркпб 13']	False	False	False	False	True	True	0000	1924	True	False	00001110	316	1924.05.29_крупская_выступление.фрагмент.доклад_о-работе-в-деревне_съезд-ркпб-13.txt	сталин	сталин - довоенные годы
147	1924.05.31_партконференция 13.съезд ркпб 13.конгресс коминтерна 5_резолюция_об итогах дискуссии и о мелкобуржуазном уклоне в партии_троцкий	1924.05.31	['партконференция 13', 'съезд ркпб 13', 'конгресс коминтерна 5']	['резолюция']	['об итогах дискуссии и о мелкобуржуазном уклоне в партии']	['троцкий']	True	False	True	False	False	True	1010	1924	False	False	10100100	3493	1924.05.31_партконференция-13.съезд-ркпб-13.конгресс-коминтерна-5_резолюция_об-итогах-дискуссии-и-о-мелкобуржуазном-уклоне-в-партии_троцкий.txt	сталин	сталин - довоенные годы
148	1924.05.31_партконференция 13_резолюция_о партстроительстве партия в условиях нэпа_нэп	1924.05.31	['партконференция 13']	['резолюция']	['о партстроительстве партия в условиях нэпа']	['нэп']	True	False	True	False	False	True	1010	1924	False	False	10100100	660	1924.05.31_партконференция-13_резолюция_о-партстроительстве-партия-в-условиях-нэпа_нэп.txt	сталин	сталин - довоенные годы
149	1924.05.31_съезд ркпб 13_постановление.фрагмент_о работе среди молодежи	1924.05.31	['съезд ркпб 13']	['постановление', 'фрагмент']	['о работе среди молодежи']	['о работе среди молодежи']	True	False	True	False	False	False	1010	1924	True	False	10100010	2838	1924.05.31_съезд-ркпб-13_постановление.фрагмент_о-работе-среди-молодежи.txt	сталин	сталин - довоенные годы
150	1924.05.31_съезд ркпб 13_резолюция.фрагмент_о работе в деревне	1924.05.31	['съезд ркпб 13']	['резолюция', 'фрагмент']	['о работе в деревне']	['о работе в деревне']	True	False	True	False	False	False	1010	1924	True	False	10100010	256	1924.05.31_съезд-ркпб-13_резолюция.фрагмент_о-работе-в-деревне.txt	сталин	сталин - довоенные годы
151	1924.05.31_съезд ркпб 13_резолюция_о кооперации	1924.05.31	['съезд ркпб 13']	['резолюция']	['о кооперации']	['о кооперации']	True	False	True	False	False	False	1010	1924	False	False	10100000	2976	1924.05.31_съезд-ркпб-13_резолюция_о-кооперации.txt	сталин	сталин - довоенные годы
